회차,판매점ID,번호,판매점명,등수,자동수동,지역,주소,전화번호,취급복권,위도,경도,복권종류
227,001160,1,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,74863626,20,복권판매점,보너스,,경상남도,"경남 양산시  덕계로 134 (평산동, 서전안경콘텍트)  1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.378753,129.154784,pension
228,74863626,19,복권판매점,보너스,,,"경남 양산시  덕계로 134 (평산동, 서전안경콘텍트)  1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.378753,129.154784,pension
228,74863626,18,복권판매점,보너스,,,"경남 양산시  덕계로 134 (평산동, 서전안경콘텍트)  1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.378753,129.154784,pension
228,74863626,17,복권판매점,보너스,,,"경남 양산시  덕계로 134 (평산동, 서전안경콘텍트)  1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.378753,129.154784,pension
228,74863626,16,복권판매점,보너스,,,"경남 양산시  덕계로 134 (평산동, 서전안경콘텍트)  1층",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.378753,129.154784,pension
228,72661927,15,하늘아래명당,2등,,부산광역시,"부산 남구  용호로 34 (용호동, 일신프리빌리지)  상가동 103호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.127364,129.107485,pension
228,72661927,14,하늘아래명당,2등,,,"부산 남구  용호로 34 (용호동, 일신프리빌리지)  상가동 103호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.127364,129.107485,pension
228,72661927,13,하늘아래명당,2등,,,"부산 남구  용호로 34 (용호동, 일신프리빌리지)  상가동 103호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.127364,129.107485,pension
228,72661927,12,하늘아래명당,1등,,,"부산 남구  용호로 34 (용호동, 일신프리빌리지)  상가동 103호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.127364,129.107485,pension
228,72661927,11,하늘아래명당,2등,,,"부산 남구  용호로 34 (용호동, 일신프리빌리지)  상가동 103호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.127364,129.107485,pension
228,001160,10,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,9,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,8,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,7,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,6,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,5,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
228,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,74168698,11,신의축복,1등,,경기도,경기 남양주시  사릉로34번길 24 (금곡동) 1층,,"연금복권720+, 스피또2000, 스피또1000",37.636178,127.211072,pension
229,74168698,10,신의축복,2등,,,경기 남양주시  사릉로34번길 24 (금곡동) 1층,,"연금복권720+, 스피또2000, 스피또1000",37.636178,127.211072,pension
229,74168698,9,신의축복,2등,,,경기 남양주시  사릉로34번길 24 (금곡동) 1층,,"연금복권720+, 스피또2000, 스피또1000",37.636178,127.211072,pension
229,74168698,8,신의축복,2등,,,경기 남양주시  사릉로34번길 24 (금곡동) 1층,,"연금복권720+, 스피또2000, 스피또1000",37.636178,127.211072,pension
229,74168698,7,신의축복,2등,,,경기 남양주시  사릉로34번길 24 (금곡동) 1층,,"연금복권720+, 스피또2000, 스피또1000",37.636178,127.211072,pension
229,001160,6,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
229,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
230,74361363,6,GS25뉴충주앙성점,보너스,,충청북도,충북 충주시 앙성면 가곡로 1069 1층,0809995425,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.10702,127.757612,pension
230,74361363,5,GS25뉴충주앙성점,보너스,,,충북 충주시 앙성면 가곡로 1069 1층,0809995425,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.10702,127.757612,pension
230,74361363,4,GS25뉴충주앙성점,보너스,,,충북 충주시 앙성면 가곡로 1069 1층,0809995425,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.10702,127.757612,pension
230,74361363,3,GS25뉴충주앙성점,보너스,,,충북 충주시 앙성면 가곡로 1069 1층,0809995425,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.10702,127.757612,pension
230,74361363,2,GS25뉴충주앙성점,보너스,,,충북 충주시 앙성면 가곡로 1069 1층,0809995425,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.10702,127.757612,pension
230,001160,1,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
231,74360126,15,썬마트(하복대점),2등,,충청북도,"충청북도 청주시 흥덕구 진재로23번길 25 (복대동, 무신빌딩) 1층",0432323015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.632588,127.428125,pension
231,74360126,14,썬마트(하복대점),2등,,,"충청북도 청주시 흥덕구 진재로23번길 25 (복대동, 무신빌딩) 1층",0432323015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.632588,127.428125,pension
231,74360126,13,썬마트(하복대점),2등,,,"충청북도 청주시 흥덕구 진재로23번길 25 (복대동, 무신빌딩) 1층",0432323015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.632588,127.428125,pension
231,74360126,12,썬마트(하복대점),2등,,,"충청북도 청주시 흥덕구 진재로23번길 25 (복대동, 무신빌딩) 1층",0432323015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.632588,127.428125,pension
231,74360126,11,썬마트(하복대점),1등,,,"충청북도 청주시 흥덕구 진재로23번길 25 (복대동, 무신빌딩) 1층",0432323015,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.632588,127.428125,pension
231,74160529,10,광장편의점,보너스,,경기도,"경기 의정부시  세석로 24 (산곡동, 폴리프라자Ⅱ)  1층 107호",0318292989,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.729666,127.109497,pension
231,74160529,9,광장편의점,보너스,,,"경기 의정부시  세석로 24 (산곡동, 폴리프라자Ⅱ)  1층 107호",0318292989,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.729666,127.109497,pension
231,74160529,8,광장편의점,보너스,,,"경기 의정부시  세석로 24 (산곡동, 폴리프라자Ⅱ)  1층 107호",0318292989,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.729666,127.109497,pension
231,74160529,7,광장편의점,보너스,,,"경기 의정부시  세석로 24 (산곡동, 폴리프라자Ⅱ)  1층 107호",0318292989,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.729666,127.109497,pension
231,74160529,6,광장편의점,보너스,,,"경기 의정부시  세석로 24 (산곡동, 폴리프라자Ⅱ)  1층 107호",0318292989,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.729666,127.109497,pension
231,001160,5,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
231,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
231,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
231,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
231,001160,1,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
232,72864168,11,모든로또,보너스,,인천광역시,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
232,72864168,10,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
232,72864168,9,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
232,72864168,8,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
232,72864168,7,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
232,71168486,6,장안평역 3번출구 가판대,2등,,서울특별시,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
232,71168486,5,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
232,71168486,4,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
232,71168486,3,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
232,71168486,2,장안평역 3번출구 가판대,1등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
232,001160,1,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
233,72864168,11,모든로또,보너스,,인천광역시,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
233,72864168,10,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
233,72864168,9,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
233,72864168,8,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
233,72864168,7,모든로또,보너스,,,인천광역시 중구 운중로 206 (중산동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.49891,126.554267,pension
233,71168486,6,장안평역 3번출구 가판대,2등,,서울특별시,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
233,71168486,5,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
233,71168486,4,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
233,71168486,3,장안평역 3번출구 가판대,2등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
233,71168486,2,장안평역 3번출구 가판대,1등,,,서울 동대문구  장한로 6 (장안동) 가판대,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.561769,127.06553,pension
233,001160,1,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,71167785,20,독수리복권방,2등,,서울특별시,서울특별시 서대문구 연희로 87 (연희동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.566112,126.93005,pension
234,71167785,19,독수리복권방,2등,,,서울특별시 서대문구 연희로 87 (연희동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.566112,126.93005,pension
234,71167785,18,독수리복권방,1등,,,서울특별시 서대문구 연희로 87 (연희동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.566112,126.93005,pension
234,71167785,17,독수리복권방,2등,,,서울특별시 서대문구 연희로 87 (연희동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.566112,126.93005,pension
234,71167785,16,독수리복권방,2등,,,서울특별시 서대문구 연희로 87 (연희동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.566112,126.93005,pension
234,71160259,15,월드24시,보너스,,,서울특별시 은평구 통일로 855-15 (갈현동) 1층,023855664,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619245,126.919784,pension
234,71160259,14,월드24시,보너스,,,서울특별시 은평구 통일로 855-15 (갈현동) 1층,023855664,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619245,126.919784,pension
234,71160259,13,월드24시,보너스,,,서울특별시 은평구 통일로 855-15 (갈현동) 1층,023855664,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619245,126.919784,pension
234,71160259,12,월드24시,보너스,,,서울특별시 은평구 통일로 855-15 (갈현동) 1층,023855664,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619245,126.919784,pension
234,71160259,11,월드24시,보너스,,,서울특별시 은평구 통일로 855-15 (갈현동) 1층,023855664,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.619245,126.919784,pension
234,001160,10,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,9,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,8,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,7,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,6,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
234,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,74170480,11,복권판매점 라베니체점,1등,,경기도,"경기 김포시  김포한강2로23번길 42 (장기동, 더베니스-1)  1층 101-1호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.641396,126.679537,pension
235,74170480,10,복권판매점 라베니체점,2등,,,"경기 김포시  김포한강2로23번길 42 (장기동, 더베니스-1)  1층 101-1호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.641396,126.679537,pension
235,74170480,9,복권판매점 라베니체점,2등,,,"경기 김포시  김포한강2로23번길 42 (장기동, 더베니스-1)  1층 101-1호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.641396,126.679537,pension
235,74170480,8,복권판매점 라베니체점,2등,,,"경기 김포시  김포한강2로23번길 42 (장기동, 더베니스-1)  1층 101-1호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.641396,126.679537,pension
235,74170480,7,복권판매점 라베니체점,2등,,,"경기 김포시  김포한강2로23번길 42 (장기동, 더베니스-1)  1층 101-1호",,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.641396,126.679537,pension
235,001160,6,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
235,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
236,74169468,6,프라임로또,보너스,,경기도,경기 부천시 원미구  부일로 698 (역곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.484415,126.807527,pension
236,74169468,5,프라임로또,보너스,,,경기 부천시 원미구  부일로 698 (역곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.484415,126.807527,pension
236,74169468,4,프라임로또,보너스,,,경기 부천시 원미구  부일로 698 (역곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.484415,126.807527,pension
236,74169468,3,프라임로또,보너스,,,경기 부천시 원미구  부일로 698 (역곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.484415,126.807527,pension
236,74169468,2,프라임로또,보너스,,,경기 부천시 원미구  부일로 698 (역곡동) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.484415,126.807527,pension
236,001160,1,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
237,74461910,11,로또명당 풍세산단점,보너스,,충청남도,충남 천안시 동남구 풍세면 돈마루1길 167-14 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.73267,127.096341,pension
237,74461910,10,로또명당 풍세산단점,보너스,,,충남 천안시 동남구 풍세면 돈마루1길 167-14 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.73267,127.096341,pension
237,74461910,9,로또명당 풍세산단점,보너스,,,충남 천안시 동남구 풍세면 돈마루1길 167-14 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.73267,127.096341,pension
237,74461910,8,로또명당 풍세산단점,보너스,,,충남 천안시 동남구 풍세면 돈마루1길 167-14 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.73267,127.096341,pension
237,74461910,7,로또명당 풍세산단점,보너스,,,충남 천안시 동남구 풍세면 돈마루1길 167-14 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.73267,127.096341,pension
237,74460759,6,로또명당인주점,1등,,,충남 아산시 서해로 529 2호,0415330449,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.877863,126.898292,pension
237,74460759,5,로또명당인주점,2등,,,충남 아산시 서해로 529 2호,0415330449,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.877863,126.898292,pension
237,74460759,4,로또명당인주점,2등,,,충남 아산시 서해로 529 2호,0415330449,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.877863,126.898292,pension
237,74460759,3,로또명당인주점,2등,,,충남 아산시 서해로 529 2호,0415330449,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.877863,126.898292,pension
237,74460759,2,로또명당인주점,2등,,,충남 아산시 서해로 529 2호,0415330449,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.877863,126.898292,pension
237,001160,1,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,74167990,16,호수복권,보너스,,경기도,경기도 화성시 동탄순환대로 127-5 (산척동) 101호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.16609,127.107281,pension
238,74167990,15,호수복권,보너스,,,경기도 화성시 동탄순환대로 127-5 (산척동) 101호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.16609,127.107281,pension
238,74167990,14,호수복권,보너스,,,경기도 화성시 동탄순환대로 127-5 (산척동) 101호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.16609,127.107281,pension
238,74167990,13,호수복권,보너스,,,경기도 화성시 동탄순환대로 127-5 (산척동) 101호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.16609,127.107281,pension
238,74167990,12,호수복권,보너스,,,경기도 화성시 동탄순환대로 127-5 (산척동) 101호,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.16609,127.107281,pension
238,74160385,11,예스마트,1등,,,경기도 남양주시 별내중앙로 56 (별내동) 1층,0315755883,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.647555,127.123738,pension
238,74160385,10,예스마트,2등,,,경기도 남양주시 별내중앙로 56 (별내동) 1층,0315755883,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.647555,127.123738,pension
238,74160385,9,예스마트,2등,,,경기도 남양주시 별내중앙로 56 (별내동) 1층,0315755883,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.647555,127.123738,pension
238,74160385,8,예스마트,2등,,,경기도 남양주시 별내중앙로 56 (별내동) 1층,0315755883,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.647555,127.123738,pension
238,74160385,7,예스마트,2등,,,경기도 남양주시 별내중앙로 56 (별내동) 1층,0315755883,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.647555,127.123738,pension
238,001160,6,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
238,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
239,74560290,11,로또복권토토(봉동),2등,,전라북도,전북 완주군 봉동읍 과학로 1009 1009,0632633326,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.959064,127.126012,pension
239,74560290,10,로또복권토토(봉동),2등,,,전북 완주군 봉동읍 과학로 1009 1009,0632633326,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.959064,127.126012,pension
239,74560290,9,로또복권토토(봉동),2등,,,전북 완주군 봉동읍 과학로 1009 1009,0632633326,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.959064,127.126012,pension
239,74560290,8,로또복권토토(봉동),1등,,,전북 완주군 봉동읍 과학로 1009 1009,0632633326,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.959064,127.126012,pension
239,74560290,7,로또복권토토(봉동),2등,,,전북 완주군 봉동읍 과학로 1009 1009,0632633326,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.959064,127.126012,pension
239,74361007,6,복드림로또판매점,보너스,,충청북도,충북 충주시 첨단산업9로 13 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.998962,127.840551,pension
239,74361007,5,복드림로또판매점,보너스,,,충북 충주시 첨단산업9로 13 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.998962,127.840551,pension
239,74361007,4,복드림로또판매점,보너스,,,충북 충주시 첨단산업9로 13 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.998962,127.840551,pension
239,74361007,3,복드림로또판매점,보너스,,,충북 충주시 첨단산업9로 13 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.998962,127.840551,pension
239,74361007,2,복드림로또판매점,보너스,,,충북 충주시 첨단산업9로 13 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.998962,127.840551,pension
239,001160,1,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
